event_id,event_type,event_date,customer_id,product_id,country,latitude,longitude,region,channel,payment_method,currency,quantity,unit_price_local,discount_code,discount_local,tax_local,net_revenue_local,fx_rate_to_usd,net_revenue_usd,is_refunded,refund_datetime,refund_reason
19378D82C25D,order,3/12/2025 21:44,CUST0002045,PROD0016,United States,39.8283,-98.5795,,Partner,Credit Card,USD,5,105,N/A,0,0,525,1,525,FALSE,,
5000290C304C,order,9/24/2024 6:17,CUST0000880,PROD0011,France,46.2276,2.2137,EU,Direct Sales,PayPal,EUR,10,234.91,N/A,0,469.82,2818.92,1.06,2988.06,FALSE,,
E41EAE03F9E2,order,9/17/2024 6:33,CUST0002459,PROD0021,United States,39.8283,-98.5795,,Website,PayPal,USD,15,10,NEWCUSTOMER10,15,0,135,1,135,FALSE,,
7822BC93E42E,invoice,8/8/2024 5:27,CUST0001578,PROD0010,United Kingdom,55.3781,-3.436,EU,Reseller,Credit Card,GBP,3,20.49,N/A,0,12.29,73.76,1.22,89.99,FALSE,,
B7DCC27EF02D,order,11/25/2024 16:13,CUST0000087,PROD0088,United States,39.8283,-98.5795,,Website,Credit Card,USD,1,153.78,N/A,0,0,153.78,1,153.78,FALSE,,
F445A606FCEC,invoice,9/28/2024 6:37,CUST0001461,PROD0001,United Kingdom,55.3781,-3.436,EU,Reseller,Invoice,GBP,1,40.16,N/A,0,8.03,48.19,1.22,58.79,FALSE,,
E1137EBD7FF4,order,4/25/2024 2:50,CUST0001431,PROD0071,United States,39.8283,-98.5795,,Direct Sales,PayPal,USD,3,13.07,SALE15,5.88,0,33.33,1,33.33,FALSE,,
A9966FE6CC2A,order,9/3/2025 2:06,CUST0000696,PROD0071,United States,39.8283,-98.5795,,Website,Credit Card,USD,15,13.07,N/A,0,0,196.05,1,196.05,FALSE,,
69BA3E750E1E,invoice,7/22/2025 17:48,CUST0002074,PROD0015,United States,39.8283,-98.5795,,Website,PayPal,USD,1,8.75,N/A,0,0,8.75,1,8.75,FALSE,,
65B2F2EE3FF5,order,4/1/2025 18:11,CUST0002897,PROD0093,United States,39.8283,-98.5795,,Partner,PayPal,USD,1,15.81,N/A,0,0,15.81,1,15.81,FALSE,,
C74A678C7DD6,order,2/1/2025 16:01,CUST0002983,PROD0003,Brazil,-14.235,-51.9253,LATAM,Partner,Credit Card,USD,1,29,WELCOME10,2.9,4.35,30.45,1,30.45,FALSE,,
45B320F734A3,invoice,5/20/2024 8:31,CUST0001005,PROD0086,Germany,51.1657,10.4515,EU,Direct Sales,Credit Card,EUR,15,212.41,N/A,0,637.23,3823.38,1.06,4052.78,FALSE,,
0145BC6DF5ED,order,8/14/2025 17:25,CUST0001921,PROD0091,United States,39.8283,-98.5795,,Direct Sales,Credit Card,USD,20,28.69,SALE15,86.07,0,487.73,1,487.73,FALSE,,
F38619319B0F,order,6/20/2024 21:15,CUST0003674,PROD0064,Germany,51.1657,10.4515,EU,Website,Credit Card,EUR,15,145.08,N/A,0,435.24,2611.44,1.06,2768.13,FALSE,,
D14F28E79469,invoice,7/14/2024 6:33,CUST0000263,PROD0100,Canada,56.1304,-106.3468,,Website,Credit Card,USD,1,316.27,N/A,0,15.81,332.08,1,332.08,FALSE,,
A60EF58789BA,order,8/10/2025 15:07,CUST0001286,PROD0066,United States,39.8283,-98.5795,,Reseller,PayPal,USD,3,153.78,N/A,0,0,461.34,1,461.34,FALSE,,
0BA66FA2B5AA,order,6/5/2024 14:11,CUST0003667,PROD0051,United Kingdom,55.3781,-3.436,EU,Reseller,PayPal,GBP,1,16.39,N/A,0,3.28,19.67,1.22,24,TRUE,6/9/2024 14:11,Service dissatisfaction
30639694CBAC,order,4/21/2025 2:17,CUST0000581,PROD0033,France,46.2276,2.2137,EU,Website,PayPal,EUR,5,8.49,N/A,0,8.49,50.94,1.06,54,FALSE,,
0C7788B4500A,invoice,1/19/2025 3:59,CUST0000311,PROD0101,Australia,-25.2744,133.7751,APAC,Marketplace,PayPal,AUD,1,46.44,N/A,0,4.64,51.08,0.66,33.71,FALSE,,
97C210F8EF9B,order,5/24/2024 7:43,CUST0001305,PROD0097,Australia,-25.2744,133.7751,APAC,Website,Credit Card,AUD,5,37.09,N/A,0,18.55,204,0.66,134.64,FALSE,,
BDC073C676D3,order,9/3/2024 3:58,CUST0001836,PROD0053,United States,39.8283,-98.5795,,Marketplace,Credit Card,USD,3,29,N/A,0,0,87,1,87,FALSE,,
DCCEDDAC9FC7,order,7/26/2025 4:44,CUST0002253,PROD0024,Canada,56.1304,-106.3468,,Partner,Credit Card,USD,1,84,BFCM20,16.8,4.2,71.4,1,71.4,FALSE,,
DF9C56FBF55E,order,4/26/2025 16:38,CUST0001715,PROD0015,Australia,-25.2744,133.7751,APAC,Website,Invoice,AUD,20,13.26,N/A,0,26.52,291.72,0.66,192.54,TRUE,6/14/2025 16:38,Accidental purchase
B394E89A8B85,order,8/6/2024 18:23,CUST0001342,PROD0040,United States,39.8283,-98.5795,,Reseller,Invoice,USD,10,250,N/A,0,0,2500,1,2500,FALSE,,
386C515C3549,order,10/25/2024 12:25,CUST0001935,PROD0004,United States,39.8283,-98.5795,,Website,Invoice,USD,3,299,N/A,0,0,897,1,897,FALSE,,
0E487764E5C9,order,2/2/2025 13:51,CUST0003301,PROD0075,Brazil,-14.235,-51.9253,LATAM,Partner,Invoice,USD,5,20.12,SAVE5,5.03,15.09,110.66,1,110.66,FALSE,,
1FD5FA663087,order,3/21/2025 14:14,CUST0001956,PROD0007,United States,39.8283,-98.5795,,Reseller,Credit Card,USD,10,9,BFCM20,18,0,72,1,72,FALSE,,
8C13AA2D46A9,order,8/24/2025 23:35,CUST0003730,PROD0040,United Kingdom,55.3781,-3.436,EU,Direct Sales,PayPal,GBP,10,204.92,N/A,0,409.84,2459.04,1.22,3000.03,FALSE,,
A05B31FD0810,order,8/11/2024 22:07,CUST0001440,PROD0034,United States,39.8283,-98.5795,,Partner,Credit Card,USD,1,90,N/A,0,0,90,1,90,FALSE,,
5A5DB8830711,order,7/29/2024 9:01,CUST0003390,PROD0066,United States,39.8283,-98.5795,,Website,Credit Card,USD,3,153.78,N/A,0,0,461.34,1,461.34,FALSE,,
6027A955266D,invoice,7/18/2025 19:00,CUST0000317,PROD0016,Germany,51.1657,10.4515,EU,Reseller,Invoice,EUR,15,99.06,WELCOME10,148.59,297.18,1634.49,1.06,1732.56,FALSE,,
6F6B1846A97F,invoice,8/15/2024 8:28,CUST0000533,PROD0041,Canada,56.1304,-106.3468,,Marketplace,Credit Card,USD,1,12,N/A,0,0.6,12.6,1,12.6,FALSE,,
61F1D7FC181E,order,9/17/2024 0:11,CUST0003453,PROD0088,United States,39.8283,-98.5795,,Website,Credit Card,USD,1,153.78,N/A,0,0,153.78,1,153.78,FALSE,,
D5EAB5F19C69,invoice,8/28/2024 2:47,CUST0001368,PROD0017,Netherlands,52.1326,5.2913,EU,Website,Wire,EUR,1,17.92,SAVE5,0.9,3.58,20.6,1.06,21.84,FALSE,,
42C94236DCF5,order,8/16/2024 5:14,CUST0003536,PROD0073,United States,39.8283,-98.5795,,Website,Credit Card,USD,5,20,N/A,0,0,100,1,100,FALSE,,
995360FE9956,order,6/24/2025 22:22,CUST0001792,PROD0047,United States,39.8283,-98.5795,,Direct Sales,Invoice,USD,1,9,N/A,0,0,9,1,9,FALSE,,
A8D2DE449BDF,order,6/16/2025 13:46,CUST0001450,PROD0016,United States,39.8283,-98.5795,,Direct Sales,Invoice,USD,1,105,N/A,0,0,105,1,105,FALSE,,
9.24358E+11,order,8/20/2025 6:23,CUST0002673,PROD0053,Australia,-25.2744,133.7751,APAC,Website,PayPal,AUD,1,43.94,NEWCUSTOMER10,4.39,4.39,43.94,0.66,29,FALSE,,
60662AF91165,order,6/27/2025 12:03,CUST0000816,PROD0048,United States,39.8283,-98.5795,,Partner,Invoice,USD,10,90,SAVE5,45,0,855,1,855,FALSE,,
5E60C01A2A72,order,5/8/2025 7:01,CUST0003580,PROD0005,Australia,-25.2744,133.7751,APAC,Direct Sales,Invoice,AUD,1,22.73,SAVE5,1.14,2.27,23.86,0.66,15.75,FALSE,,
83A6BB688F32,order,7/25/2024 14:59,CUST0003648,PROD0040,United States,39.8283,-98.5795,,Website,Credit Card,USD,5,250,BFCM20,250,0,1000,1,1000,FALSE,,
26DE3A5CDE3F,order,1/29/2025 9:58,CUST0003931,PROD0073,Australia,-25.2744,133.7751,APAC,Direct Sales,Credit Card,AUD,5,30.3,N/A,0,15.15,166.65,0.66,109.99,FALSE,,
CF5F4DB6BAEB,order,9/19/2025 14:55,CUST0002862,PROD0096,United States,39.8283,-98.5795,,Website,Credit Card,USD,15,267.4,N/A,0,0,4011,1,4011,FALSE,,
3EA0A7CB59DC,order,6/2/2025 23:38,CUST0002006,PROD0055,Spain,40.4637,-3.7492,EU,Website,Credit Card,EUR,10,5.66,N/A,0,11.32,67.92,1.06,72,FALSE,,
1F0A1916E1A5,order,2/24/2025 0:29,CUST0000946,PROD0020,United Kingdom,55.3781,-3.436,EU,Reseller,Invoice,GBP,1,118.03,WELCOME10,11.8,23.61,129.84,1.22,158.4,FALSE,,
C377B29224F6,order,8/18/2024 22:13,CUST0003949,PROD0049,United Kingdom,55.3781,-3.436,EU,Website,Invoice,GBP,1,10.66,N/A,0,2.13,12.79,1.22,15.6,FALSE,,
7F62DFEC8906,order,4/28/2024 13:57,CUST0002779,PROD0057,Germany,51.1657,10.4515,EU,Reseller,Invoice,EUR,1,4.72,N/A,0,0.94,5.66,1.06,6,FALSE,,
9A72B9901C86,order,10/14/2025 21:44,CUST0000868,PROD0066,Germany,51.1657,10.4515,EU,Direct Sales,Invoice,EUR,1,145.08,N/A,0,29.02,174.1,1.06,184.55,FALSE,,
E15B478AF6FA,invoice,10/25/2024 3:01,CUST0001082,PROD0068,United States,39.8283,-98.5795,,Marketplace,Credit Card,USD,20,234.95,EDU15,704.85,0,3994.15,1,3994.15,FALSE,,
D3066A91F445,order,9/20/2025 3:30,CUST0003695,PROD0002,France,46.2276,2.2137,EU,Website,PayPal,EUR,3,470.75,N/A,0,282.45,1694.7,1.06,1796.38,FALSE,,
82A42A4D2D23,order,1/12/2025 5:02,CUST0000743,PROD0056,United States,39.8283,-98.5795,,Reseller,Credit Card,USD,5,60,N/A,0,0,300,1,300,FALSE,,
26618EDBDE3A,order,1/16/2025 20:04,CUST0000144,PROD0004,Netherlands,52.1326,5.2913,EU,Website,Credit Card,EUR,1,282.08,LOYALTY15,42.31,56.42,296.19,1.06,313.96,FALSE,,
90B50449096B,order,4/22/2025 13:37,CUST0003842,PROD0021,Canada,56.1304,-106.3468,,Website,Credit Card,USD,1,10,N/A,0,0.5,10.5,1,10.5,FALSE,,
4CC1E5084C23,order,4/29/2024 23:42,CUST0002918,PROD0003,Canada,56.1304,-106.3468,,Reseller,Credit Card,USD,20,29,WELCOME10,58,29,551,1,551,FALSE,,
CD907DD2F671,order,6/25/2025 9:54,CUST0001378,PROD0070,United Kingdom,55.3781,-3.436,EU,Marketplace,Credit Card,GBP,5,192.58,N/A,0,192.58,1155.48,1.22,1409.69,FALSE,,
CE0A1BCD3054,invoice,6/7/2024 9:45,CUST0000785,PROD0035,France,46.2276,2.2137,EU,Website,Credit Card,EUR,3,15.09,N/A,0,9.05,54.32,1.06,57.58,FALSE,,
0B404CF0091B,order,3/27/2025 22:26,CUST0000368,PROD0001,Canada,56.1304,-106.3468,,Direct Sales,Invoice,USD,3,49,LOYALTY15,22.05,7.35,132.3,1,132.3,FALSE,,
84E2682F9BEE,order,12/27/2024 23:21,CUST0000742,PROD0040,United Kingdom,55.3781,-3.436,EU,Website,PayPal,GBP,3,204.92,BFCM10,61.48,122.95,676.23,1.22,825,FALSE,,
B786AF938D4A,order,7/6/2024 4:03,CUST0002629,PROD0045,France,46.2276,2.2137,EU,Direct Sales,Credit Card,EUR,1,14.15,WELCOME10,1.42,2.83,15.56,1.06,16.49,FALSE,,
21A9B0CB2C22,invoice,5/20/2024 16:31,CUST0003128,PROD0027,Canada,56.1304,-106.3468,,Marketplace,Credit Card,USD,5,7,N/A,0,1.75,36.75,1,36.75,FALSE,,
6E70BB87464F,invoice,5/9/2024 2:09,CUST0001613,PROD0022,France,46.2276,2.2137,EU,Website,Credit Card,EUR,5,90.57,N/A,0,90.57,543.42,1.06,576.03,FALSE,,
FC586EB36837,invoice,5/6/2025 1:12,CUST0002711,PROD0044,United States,39.8283,-98.5795,,Direct Sales,Credit Card,USD,1,100,BFCM10,10,0,90,1,90,FALSE,,
40CE50ADDE87,order,11/5/2024 2:06,CUST0002016,PROD0053,United States,39.8283,-98.5795,,Reseller,Credit Card,USD,20,29,NEWCUSTOMER10,58,0,522,1,522,FALSE,,
F257885BD573,order,3/31/2025 2:09,CUST0000473,PROD0066,Australia,-25.2744,133.7751,APAC,Website,Credit Card,AUD,1,233,SAVE5,11.65,23.3,244.65,0.66,161.47,FALSE,,
81E5EE2EFB75,order,8/10/2025 11:33,CUST0003787,PROD0013,France,46.2276,2.2137,EU,Partner,Credit Card,EUR,15,14.14,SAVE5,10.61,42.42,243.91,1.06,258.54,FALSE,,
246F084F64A1,order,11/9/2024 22:19,CUST0001121,PROD0082,Germany,51.1657,10.4515,EU,Website,PayPal,EUR,10,111.42,LOYALTY15,167.13,222.84,1169.91,1.06,1240.1,FALSE,,
2F59D5FBD198,order,3/8/2025 13:26,CUST0003907,PROD0018,Canada,56.1304,-106.3468,,Website,Credit Card,USD,20,228,N/A,0,228,4788,1,4788,FALSE,,
C7E5D804D53B,order,12/6/2024 3:00,CUST0000848,PROD0010,Canada,56.1304,-106.3468,,Reseller,PayPal,USD,5,25,BFCM10,12.5,6.25,118.75,1,118.75,FALSE,,
94A084B3503D,order,9/24/2025 21:37,CUST0001544,PROD0004,France,46.2276,2.2137,EU,Website,Invoice,EUR,1,282.08,N/A,0,56.42,338.5,1.06,358.81,FALSE,,
C66C0BF0DA03,order,12/23/2024 10:59,CUST0003779,PROD0010,Netherlands,52.1326,5.2913,EU,Website,PayPal,EUR,1,23.58,WELCOME10,2.36,4.72,25.94,1.06,27.5,FALSE,,
94D277DB0CFE,invoice,2/8/2025 22:30,CUST0001911,PROD0092,Australia,-25.2744,133.7751,APAC,Website,Credit Card,AUD,1,355.98,N/A,0,35.6,391.58,0.66,258.44,FALSE,,
4891FD7B8974,invoice,3/3/2025 6:07,CUST0000136,PROD0077,Canada,56.1304,-106.3468,,Website,PayPal,USD,5,25,N/A,0,6.25,131.25,1,131.25,TRUE,3/15/2025 6:07,Accidental purchase
FAB007682861,order,6/7/2024 7:34,CUST0001952,PROD0052,United States,39.8283,-98.5795,,Website,Credit Card,USD,1,200,N/A,0,0,200,1,200,FALSE,,
BFDB1D2D0660,order,1/18/2025 1:55,CUST0000479,PROD0035,Canada,56.1304,-106.3468,,Direct Sales,Credit Card,USD,1,16,N/A,0,0.8,16.8,1,16.8,FALSE,,
8C8BCE02BE75,invoice,1/30/2025 22:23,CUST0002810,PROD0076,Spain,40.4637,-3.7492,EU,Website,Credit Card,EUR,1,298.37,NEWCUSTOMER10,29.84,59.67,328.2,1.06,347.89,FALSE,,
41F00DB1842B,invoice,5/8/2024 18:02,CUST0003859,PROD0076,United States,39.8283,-98.5795,,Direct Sales,PayPal,USD,1,316.27,SAVE5,15.81,0,300.46,1,300.46,FALSE,,
DE0CA1D3CCCD,order,1/24/2025 1:46,CUST0000380,PROD0015,United Kingdom,55.3781,-3.436,EU,Partner,Credit Card,GBP,5,7.17,BFCM10,3.59,7.17,39.43,1.22,48.1,FALSE,,
D1B566E04327,invoice,8/29/2024 19:32,CUST0002359,PROD0048,United States,39.8283,-98.5795,,Website,Invoice,USD,5,90,NEWCUSTOMER10,45,0,405,1,405,FALSE,,
995590BED2F5,invoice,9/23/2024 9:39,CUST0000415,PROD0050,United States,39.8283,-98.5795,,Direct Sales,Credit Card,USD,1,130,N/A,0,0,130,1,130,FALSE,,
E36A7E10F9DC,order,2/25/2025 13:04,CUST0001632,PROD0039,Netherlands,52.1326,5.2913,EU,Marketplace,Invoice,EUR,1,23.58,N/A,0,4.72,28.3,1.06,30,FALSE,,
0660F3993D6A,invoice,7/28/2025 11:05,CUST0003939,PROD0008,United States,39.8283,-98.5795,,Direct Sales,Credit Card,USD,1,89,EDU10,8.9,0,80.1,1,80.1,FALSE,,
8F3DF9C96553,order,7/5/2024 1:17,CUST0003573,PROD0062,France,46.2276,2.2137,EU,Website,Invoice,EUR,20,212.41,BFCM20,849.64,849.64,4248.2,1.06,4503.09,FALSE,,
33CB10852874,order,10/6/2025 11:18,CUST0003827,PROD0054,United Kingdom,55.3781,-3.436,EU,Website,Credit Card,GBP,10,237.7,N/A,0,475.4,2852.4,1.22,3479.93,FALSE,,
9C91D948C5E4,order,5/16/2025 1:17,CUST0001651,PROD0012,United States,39.8283,-98.5795,,Website,PayPal,USD,1,399,NEWCUSTOMER10,39.9,0,359.1,1,359.1,FALSE,,
0C088D6FAC2D,order,11/20/2024 22:34,CUST0002465,PROD0070,United States,39.8283,-98.5795,,Direct Sales,Invoice,USD,10,234.95,N/A,0,0,2349.5,1,2349.5,FALSE,,
FD241F11FC81,order,4/16/2025 20:24,CUST0001783,PROD0034,Australia,-25.2744,133.7751,APAC,Reseller,Credit Card,AUD,10,136.36,N/A,0,136.36,1499.96,0.66,989.97,FALSE,,
D1DD9AF1201F,order,5/2/2025 3:39,CUST0003142,PROD0009,United Kingdom,55.3781,-3.436,EU,Marketplace,PayPal,GBP,1,163.11,N/A,0,32.62,195.73,1.22,238.79,FALSE,,
32FA3DEBB2A4,order,4/10/2025 2:19,CUST0003576,PROD0021,Australia,-25.2744,133.7751,APAC,Reseller,PayPal,AUD,5,15.15,BFCM10,7.58,7.58,75.75,0.66,50,FALSE,,
681ABD7BB42D,order,6/3/2024 7:09,CUST0001596,PROD0100,Germany,51.1657,10.4515,EU,Website,PayPal,EUR,1,298.37,N/A,0,59.67,358.04,1.06,379.52,FALSE,,
A2EE4887DA00,order,7/13/2025 13:55,CUST0003220,PROD0069,United States,39.8283,-98.5795,,Direct Sales,Invoice,USD,3,13,N/A,0,0,39,1,39,FALSE,,
01676CC70117,invoice,7/5/2025 16:48,CUST0003154,PROD0026,United Kingdom,55.3781,-3.436,EU,Website,Credit Card,GBP,1,236.89,N/A,0,47.38,284.27,1.22,346.81,FALSE,,
F76B64B3BDD9,order,4/27/2025 18:14,CUST0000430,PROD0055,Spain,40.4637,-3.7492,EU,Website,Invoice,EUR,3,5.66,N/A,0,3.4,20.38,1.06,21.6,FALSE,,
46B9DFF53C51,invoice,7/13/2024 5:53,CUST0003206,PROD0042,France,46.2276,2.2137,EU,Partner,Credit Card,EUR,1,113.21,N/A,0,22.64,135.85,1.06,144,FALSE,,
4D0E45315EA5,order,1/17/2025 3:32,CUST0003909,PROD0008,Australia,-25.2744,133.7751,APAC,Website,Credit Card,AUD,10,134.85,N/A,0,134.85,1483.35,0.66,979.01,FALSE,,
3826749BB21F,invoice,8/30/2025 7:24,CUST0003366,PROD0063,United States,39.8283,-98.5795,,Website,Invoice,USD,15,9.88,N/A,0,0,148.2,1,148.2,FALSE,,
001E4E22A883,order,6/2/2025 22:33,CUST0003730,PROD0010,United Kingdom,55.3781,-3.436,EU,Marketplace,PayPal,GBP,3,20.49,BFCM10,6.15,12.29,67.61,1.22,82.48,FALSE,,
09A9487252B7,order,9/20/2025 20:40,CUST0002935,PROD0071,Netherlands,52.1326,5.2913,EU,Direct Sales,Invoice,EUR,15,12.33,SAVE5,9.25,36.99,212.69,1.06,225.45,FALSE,,
B18D92BE270B,invoice,9/14/2024 5:08,CUST0000640,PROD0039,Spain,40.4637,-3.7492,EU,Direct Sales,Credit Card,EUR,20,23.58,EDU15,70.74,94.32,495.18,1.06,524.89,FALSE,,
29686CF7BEA0,invoice,1/15/2025 20:23,CUST0003903,PROD0031,United States,39.8283,-98.5795,,Website,Credit Card,USD,3,12,N/A,0,0,36,1,36,FALSE,,
C1BE1999A4B4,order,5/19/2025 6:12,CUST0002225,PROD0036,Philippines,12.8797,121.774,APAC,Direct Sales,Credit Card,USD,1,160,N/A,0,24,184,1,184,FALSE,,
414ED76D1D40,invoice,4/21/2025 15:22,CUST0002190,PROD0060,Canada,56.1304,-106.3468,,Reseller,Credit Card,USD,15,225.15,WELCOME10,337.72,168.86,3208.39,1,3208.39,FALSE,,
5.12058E+11,order,5/8/2025 13:59,CUST0001454,PROD0062,United Kingdom,55.3781,-3.436,EU,Partner,PayPal,GBP,5,184.55,BFCM10,92.28,184.55,1015.02,1.22,1238.32,FALSE,,
3D6F7E3D40F6,invoice,6/3/2024 1:15,CUST0003843,PROD0096,Australia,-25.2744,133.7751,APAC,Reseller,Invoice,AUD,1,405.15,N/A,0,40.52,445.67,0.66,294.14,FALSE,,
CC4DBD531DDB,order,8/30/2025 4:13,CUST0001235,PROD0019,Canada,56.1304,-106.3468,,Reseller,PayPal,USD,5,15,N/A,0,3.75,78.75,1,78.75,FALSE,,
3820B74ECCEA,order,9/20/2024 2:54,CUST0003004,PROD0032,Brazil,-14.235,-51.9253,LATAM,Website,Credit Card,USD,5,120,LOYALTY15,90,90,600,1,600,FALSE,,
CF55053C8D3C,order,8/9/2024 18:16,CUST0002779,PROD0064,Germany,51.1657,10.4515,EU,Marketplace,Wire,EUR,1,145.08,N/A,0,29.02,174.1,1.06,184.55,FALSE,,
31B76DF97AB6,invoice,1/20/2025 23:36,CUST0002835,PROD0071,United States,39.8283,-98.5795,,Reseller,Credit Card,USD,20,13.07,N/A,0,0,261.4,1,261.4,FALSE,,
22AB001DE3CC,order,7/5/2025 21:57,CUST0002067,PROD0035,United Kingdom,55.3781,-3.436,EU,Website,Credit Card,GBP,3,13.11,NEWCUSTOMER10,3.93,7.87,43.27,1.22,52.79,FALSE,,
BF0A9FAEACC9,order,12/1/2024 4:50,CUST0001938,PROD0041,United Kingdom,55.3781,-3.436,EU,Direct Sales,Invoice,GBP,1,9.84,N/A,0,1.97,11.81,1.22,14.41,FALSE,,
422772EDD278,invoice,5/11/2025 22:49,CUST0002838,PROD0072,United States,39.8283,-98.5795,,Website,Credit Card,USD,10,267.4,N/A,0,0,2674,1,2674,FALSE,,
92BA00608866,order,5/3/2024 19:31,CUST0003991,PROD0077,Brazil,-14.235,-51.9253,LATAM,Marketplace,Invoice,USD,1,25,N/A,0,3.75,28.75,1,28.75,FALSE,,
3FF6063F58B8,order,3/11/2025 23:15,CUST0001947,PROD0026,France,46.2276,2.2137,EU,Website,Credit Card,EUR,3,272.64,N/A,0,163.58,981.5,1.06,1040.39,FALSE,,
92D76FD1A07F,order,1/26/2025 23:28,CUST0002620,PROD0094,Brazil,-14.235,-51.9253,LATAM,Partner,Invoice,USD,1,234.95,BFCM20,46.99,35.24,223.2,1,223.2,FALSE,,
E5090CB6D7B1,order,12/1/2024 20:20,CUST0000772,PROD0069,United Kingdom,55.3781,-3.436,EU,Website,Credit Card,GBP,1,10.66,N/A,0,2.13,12.79,1.22,15.6,FALSE,,
6A37363D3A35,order,9/28/2024 21:14,CUST0002332,PROD0063,United Kingdom,55.3781,-3.436,EU,Reseller,Credit Card,GBP,20,8.1,WELCOME10,16.2,32.4,178.2,1.22,217.4,FALSE,,
820EC3F9208C,order,12/3/2024 1:41,CUST0001030,PROD0007,United Kingdom,55.3781,-3.436,EU,Partner,Wire,GBP,3,7.38,N/A,0,4.43,26.57,1.22,32.42,FALSE,,
58E9795FB6FF,order,9/21/2024 16:41,CUST0002692,PROD0025,United Kingdom,55.3781,-3.436,EU,Direct Sales,Credit Card,GBP,3,23.77,NEWCUSTOMER10,7.13,14.26,78.44,1.22,95.7,FALSE,,
67BEBCCB0F29,invoice,5/11/2024 9:42,CUST0001973,PROD0092,Germany,51.1657,10.4515,EU,Website,Credit Card,EUR,1,221.65,N/A,0,44.33,265.98,1.06,281.94,FALSE,,
573D247EF516,invoice,11/6/2024 19:29,CUST0003061,PROD0042,Netherlands,52.1326,5.2913,EU,Website,Credit Card,EUR,3,113.21,N/A,0,67.93,407.56,1.06,432.01,FALSE,,
C61B2A3EECC0,invoice,8/24/2024 15:45,CUST0002963,PROD0098,United States,39.8283,-98.5795,,Website,Credit Card,USD,10,267.4,SAVE5,133.7,0,2540.3,1,2540.3,FALSE,,
212E8760AD3D,invoice,9/10/2025 2:34,CUST0001045,PROD0016,Netherlands,52.1326,5.2913,EU,Marketplace,PayPal,EUR,3,99.06,N/A,0,59.44,356.62,1.06,378.02,FALSE,,
9AD296E941F5,order,1/8/2025 10:03,CUST0000438,PROD0055,Germany,51.1657,10.4515,EU,Direct Sales,Credit Card,EUR,10,5.66,N/A,0,11.32,67.92,1.06,72,FALSE,,
1EA1D34A2357,order,2/20/2025 2:58,CUST0001022,PROD0062,United States,39.8283,-98.5795,,Direct Sales,Wire,USD,5,225.15,BFCM10,112.58,0,1013.17,1,1013.17,FALSE,,
3914E154C9D5,order,8/7/2024 15:57,CUST0003813,PROD0062,United Kingdom,55.3781,-3.436,EU,Direct Sales,Credit Card,GBP,1,184.55,N/A,0,36.91,221.46,1.22,270.18,FALSE,,
8E4F99BB2646,order,4/23/2024 7:59,CUST0000712,PROD0090,Brazil,-14.235,-51.9253,LATAM,Direct Sales,Credit Card,USD,20,153.78,N/A,0,461.34,3536.94,1,3536.94,FALSE,,
17A5698E1E72,order,6/21/2025 2:35,CUST0003773,PROD0014,United States,39.8283,-98.5795,,Website,Credit Card,USD,3,149.9,SALE15,67.46,0,382.24,1,382.24,FALSE,,
B606591316D4,order,9/25/2024 4:43,CUST0000148,PROD0056,United Kingdom,55.3781,-3.436,EU,Website,Credit Card,GBP,15,49.18,SAVE5,36.89,147.54,848.35,1.22,1034.99,FALSE,,
8FAA2F195BBB,order,7/30/2025 9:53,CUST0002601,PROD0010,Spain,40.4637,-3.7492,EU,Direct Sales,Credit Card,EUR,1,23.58,N/A,0,4.72,28.3,1.06,30,FALSE,,
FF2AAA894B38,order,9/25/2024 4:38,CUST0003481,PROD0011,Brazil,-14.235,-51.9253,LATAM,Website,Credit Card,USD,5,249,N/A,0,186.75,1431.75,1,1431.75,TRUE,11/22/2024 4:38,Billing error
4D7E44BC9B5E,order,11/19/2024 1:41,CUST0002715,PROD0044,Germany,51.1657,10.4515,EU,Website,Invoice,EUR,10,94.34,N/A,0,188.68,1132.08,1.06,1200,FALSE,,
F62783178C19,order,3/20/2025 6:01,CUST0001431,PROD0052,United States,39.8283,-98.5795,,Marketplace,Invoice,USD,1,200,SAVE5,10,0,190,1,190,FALSE,,
4A8F91814557,order,5/9/2024 21:54,CUST0000980,PROD0058,United States,39.8283,-98.5795,,Marketplace,Invoice,USD,10,50,N/A,0,0,500,1,500,FALSE,,
3D204E0D7258,order,6/17/2025 23:50,CUST0003325,PROD0031,United Kingdom,55.3781,-3.436,EU,Direct Sales,PayPal,GBP,15,9.84,N/A,0,29.52,177.12,1.22,216.09,FALSE,,
D2C0DD948623,order,8/3/2025 1:24,CUST0003291,PROD0076,United States,39.8283,-98.5795,,Website,Credit Card,USD,5,316.27,N/A,0,0,1581.35,1,1581.35,FALSE,,
7CBDF045D0A3,invoice,7/29/2025 6:40,CUST0001780,PROD0079,United States,39.8283,-98.5795,,Website,Credit Card,USD,1,24.57,N/A,0,0,24.57,1,24.57,FALSE,,
BBD42C10181C,order,1/14/2025 23:57,CUST0002618,PROD0100,Brazil,-14.235,-51.9253,LATAM,Website,Credit Card,USD,10,316.27,N/A,0,474.4,3637.1,1,3637.1,FALSE,,
B04AECD6C5DC,order,9/22/2025 19:50,CUST0003390,PROD0077,United States,39.8283,-98.5795,,Direct Sales,Credit Card,USD,25,25,WELCOME10,62.5,0,562.5,1,562.5,FALSE,,
